State,Area name,"Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
MT,Carter County,7.5,32.7,39.6,20.2
MT,Cascade County,8.2,32.8,33.3,25.7
MT,Chouteau County,7.4,33.9,30.4,28.3
MT,Custer County,8.0,28.7,38.6,24.6
MT,Daniels County,4.7,37.0,34.3,24.0
MT,Dawson County,7.0,34.2,36.7,22.2
MT,Deer Lodge County,8.9,38.1,32.5,20.4
MT,Fallon County,5.4,37.5,38.1,19.0
MT,Fergus County,7.3,28.5,35.1,29.1
MT,Flathead County,5.3,29.4,34.3,31.0
MT,Gallatin County,3.2,17.8,28.9,50.1
MT,Garfield County,2.7,44.1,38.9,14.3
MT,Glacier County,10.4,39.2,28.9,21.4
MT,Golden Valley County,8.0,40.7,28.5,22.7
MT,Granite County,7.8,31.5,31.8,28.9
MT,Hill County,9.3,30.2,35.1,25.4
MT,Jefferson County,5.7,26.5,32.8,35.0
MT,Judith Basin County,5.6,32.2,35.6,26.6
MT,Lake County,8.2,28.5,33.7,29.6
MT,Lewis and Clark County,4.4,23.6,32.0,40.1
MT,Liberty County,29.8,21.5,33.5,15.2
MT,Lincoln County,10.4,37.3,32.7,19.6
MT,McCone County,7.5,38.8,36.5,17.2
MT,Madison County,4.6,30.8,33.4,31.2
MT,Meagher County,4.8,40.3,25.7,29.3
MT,Mineral County,11.1,37.0,35.8,16.1
MT,Missoula County,4.4,21.7,31.0,43.0
MT,Musselshell County,8.5,42.8,32.5,16.3
MT,Park County,5.5,29.9,33.1,31.5
MT,Petroleum County,1.1,39.4,26.9,32.6
MT,Phillips County,9.1,39.5,34.2,17.2
MT,Pondera County,7.0,33.5,35.6,24.0
MT,Powder River County,5.9,29.7,40.0,24.4
MT,Powell County,10.6,37.8,31.1,20.4
MT,Prairie County,12.0,30.7,35.0,22.2
MT,Ravalli County,8.4,30.4,33.4,27.8
MT,Richland County,7.7,35.2,38.2,18.9
MT,Roosevelt County,12.5,31.6,38.6,17.4
MT,Rosebud County,10.0,30.7,41.5,17.8
MT,Sanders County,11.2,41.9,29.1,17.9
MT,Sheridan County,8.1,32.1,35.9,23.9
MT,Silver Bow County,7.5,32.0,33.3,27.2
MT,Stillwater County,6.0,35.5,33.4,25.0
MT,Sweet Grass County,5.4,36.6,32.6,25.4
MT,Teton County,8.0,31.8,35.3,24.9
MT,Toole County,11.2,40.0,33.5,15.2
MT,Treasure County,10.2,31.5,32.9,25.4
MT,Valley County,6.1,34.5,37.9,21.5
MT,Wheatland County,18.2,34.2,28.1,19.6
MT,Wibaux County,11.3,37.2,28.1,23.4
MT,Yellowstone County,5.9,30.2,31.8,32.1
MT,Yellowstone National Park,,,,
NE,Nebraska,8.6,26.1,33.4,31.9
NE,Adams County,10.0,28.1,37.6,24.3
NE,Antelope County,7.0,33.8,40.8,18.4
NE,Arthur County,6.3,25.9,41.6,26.2
NE,Banner County,3.0,25.6,48.1,23.3
NE,Blaine County,5.0,31.0,41.0,23.0
NE,Boone County,5.1,37.6,36.3,21.1
NE,Box Butte County,9.3,33.0,40.5,17.1
NE,Boyd County,4.0,43.9,35.4,16.7
NE,Brown County,4.9,40.8,33.6,20.7
NE,Buffalo County,6.9,25.6,32.9,34.6
NE,Burt County,8.7,35.7,34.2,21.3
NE,Butler County,7.0,37.6,34.1,21.4
NE,Cass County,5.6,29.9,36.8,27.7
NE,Cedar County,7.5,35.4,36.1,21.0
NE,Chase County,11.9,25.8,41.3,21.0
NE,Cherry County,5.0,31.5,40.5,22.9
NE,Cheyenne County,6.4,27.6,40.6,25.4
NE,Clay County,8.5,34.4,37.2,19.9
NE,Colfax County,30.7,28.9,24.9,15.4
NE,Cuming County,11.6,35.1,29.5,23.8
NE,Custer County,6.6,30.0,39.4,24.0
NE,Dakota County,23.5,35.3,28.2,13.0
NE,Dawes County,3.9,25.7,33.5,36.9
NE,Dawson County,22.0,31.6,30.6,15.8
NE,Deuel County,10.8,33.6,39.7,15.9
NE,Dixon County,12.1,35.3,31.4,21.2
NE,Dodge County,11.1,35.2,34.8,19.0
NE,Douglas County,9.4,21.4,29.5,39.7
NE,Dundy County,16.9,24.3,35.6,23.3
NE,Fillmore County,7.9,33.5,37.2,21.4
NE,Franklin County,7.5,35.3,39.9,17.3
NE,Frontier County,4.1,29.2,45.2,21.5
NE,Furnas County,11.3,33.0,38.3,17.4
NE,Gage County,10.0,35.7,33.5,20.8
NE,Garden County,5.9,31.9,39.8,22.5
NE,Garfield County,3.7,31.3,39.6,25.5
NE,Gosper County,7.0,27.5,35.9,29.5
NE,Grant County,3.0,35.8,34.3,26.8
NE,Greeley County,6.1,34.3,43.3,16.3
NE,Hall County,15.4,31.3,31.8,21.5
NE,Hamilton County,4.9,30.0,40.1,25.0
NE,Harlan County,7.0,27.2,43.5,22.4
NE,Hayes County,9.8,26.3,45.6,18.3
NE,Hitchcock County,7.9,33.5,41.0,17.6
NE,Holt County,6.5,33.0,38.1,22.4
NE,Hooker County,6.5,35.2,31.9,26.4
NE,Howard County,5.1,36.2,37.5,21.1
NE,Jefferson County,8.9,37.3,36.0,17.8
NE,Johnson County,13.7,42.8,26.1,17.5
NE,Kearney County,3.6,29.2,40.6,26.7
NE,Keith County,8.5,31.7,39.3,20.5
NE,Keya Paha County,4.9,32.1,37.9,25.0
NE,Kimball County,11.3,36.3,36.3,16.1
NE,Knox County,7.9,33.8,36.7,21.6
NE,Lancaster County,6.3,21.5,32.6,39.5
NE,Lincoln County,6.5,28.5,41.8,23.2
NE,Logan County,6.0,30.1,44.2,19.6
NE,Loup County,1.9,29.4,43.3,25.3
NE,McPherson County,10.8,23.8,43.3,22.0
NE,Madison County,9.6,30.4,37.0,23.0
NE,Merrick County,5.8,35.3,41.1,17.8
NE,Morrill County,12.5,32.3,35.7,19.5
NE,Nance County,6.8,37.7,37.2,18.3
NE,Nemaha County,8.2,29.9,34.1,27.8
NE,Nuckolls County,8.1,34.0,37.0,20.9
NE,Otoe County,7.2,35.3,34.0,23.4
NE,Pawnee County,12.4,40.6,30.0,17.1
NE,Perkins County,12.0,25.8,34.2,28.1
NE,Phelps County,6.7,29.9,39.9,23.5
NE,Pierce County,4.6,33.3,39.0,23.2
NE,Platte County,11.1,29.8,37.4,21.8
NE,Polk County,8.6,31.0,38.5,21.8
NE,Red Willow County,7.5,32.6,40.8,19.1
NE,Richardson County,7.8,36.2,37.0,19.0
NE,Rock County,3.3,34.0,39.5,23.2
NE,Saline County,16.5,33.3,32.4,17.8
NE,Sarpy County,4.5,21.7,34.0,39.8
NE,Saunders County,6.8,31.0,36.8,25.4
NE,Scotts Bluff County,12.0,28.7,36.4,22.9
NE,Seward County,6.0,28.6,36.5,28.9
NE,Sheridan County,9.4,32.8,34.9,22.8
NE,Sherman County,7.0,36.2,36.5,20.2
NE,Sioux County,6.8,29.4,33.2,30.6
NE,Stanton County,6.3,31.6,44.2,17.8
NE,Thayer County,7.6,35.6,37.9,18.8
NE,Thomas County,6.1,22.8,46.3,24.7
NE,Thurston County,10.9,32.9,39.9,16.4
NE,Valley County,7.7,34.2,33.9,24.2
NE,Washington County,4.4,31.6,34.0,29.9
NE,Wayne County,4.0,27.5,36.1,32.4
NE,Webster County,6.2,35.5,35.3,23.0
NE,Wheeler County,4.4,32.5,43.7,19.4
NE,York County,6.4,27.9,37.3,28.4
NV,Nevada,13.3,28.1,33.9,24.7
NV,Churchill County,8.4,31.6,41.2,18.8
NV,Clark County,13.9,28.5,33.1,24.5
NV,Douglas County,6.8,24.4,39.4,29.4
NV,Elko County,13.7,32.8,37.0,16.6
NV,Esmeralda County,11.7,40.6,31.6,16.1
NV,Eureka County,5.4,47.4,38.4,8.8
NV,Humboldt County,17.6,30.8,34.8,16.8
NV,Lander County,11.7,38.0,37.9,12.4
NV,Lincoln County,13.8,34.3,32.3,19.6
NV,Lyon County,13.1,32.8,39.6,14.4
NV,Mineral County,11.0,35.7,38.3,14.9
NV,Nye County,13.9,38.9,36.4,10.7
NV,Pershing County,19.1,37.2,32.6,11.1
NV,Storey County,6.4,27.8,34.5,31.4
NV,Washoe County,11.4,23.5,34.3,30.8
NV,White Pine County,11.9,41.5,33.4,13.2
NV,Carson City,13.0,26.0,38.9,22.2
NH,New Hampshire,6.9,27.4,28.6,37.0
NH,Belknap County,6.8,29.5,31.2,32.6
NH,Carroll County,5.8,29.5,30.4,34.3
NH,Cheshire County,6.6,31.4,28.8,33.1
NH,Coos County,12.2,39.0,30.6,18.2
NH,Grafton County,7.2,26.5,25.7,40.6
NH,Hillsborough County,7.9,25.8,28.2,38.1
NH,Merrimack County,6.8,27.7,29.9,35.6
NH,Rockingham County,4.9,25.4,28.3,41.4
NH,Strafford County,7.2,27.6,29.4,35.8
NH,Sullivan County,8.8,36.4,26.7,28.1
NJ,New Jersey,10.2,27.2,22.9,39.7
NJ,Atlantic County,13.0,32.0,26.9,28.1
NJ,Bergen County,7.5,22.7,20.5,49.3
NJ,Burlington County,6.3,28.1,27.6,38.0
NJ,Camden County,11.3,29.5,26.7,32.5
NJ,Cape May County,7.5,32.0,27.7,32.8
NJ,Cumberland County,20.6,39.4,24.4,15.6
NJ,Essex County,13.9,28.0,22.6,35.5
NJ,Gloucester County,7.1,32.0,27.9,33.0
NJ,Hudson County,15.2,25.1,17.4,42.3
NJ,Hunterdon County,5.0,21.0,21.3,52.7
NJ,Mercer County,11.5,24.6,21.3,42.6
NJ,Middlesex County,10.2,25.3,21.0,43.6
NJ,Monmouth County,6.6,23.4,24.0,46.0
NJ,Morris County,5.5,20.1,20.4,54.1
NJ,Ocean County,8.0,34.0,28.0,30.0
NJ,Passaic County,16.3,34.5,21.0,28.2
NJ,Salem County,11.2,38.4,29.4,21.0
NJ,Somerset County,5.5,20.3,19.6,54.7
NJ,Sussex County,5.1,30.6,28.2,36.1
NJ,Union County,13.6,28.6,21.8,36.0
NJ,Warren County,8.5,30.6,27.9,33.0
NM,New Mexico,14.4,26.5,31.8,27.3
NM,Bernalillo County,11.1,23.2,31.3,34.4
NM,Catron County,5.9,47.1,31.3,15.7
NM,Chaves County,21.8,27.7,32.5,18.0
NM,Cibola County,17.0,32.2,36.6,14.2
NM,Colfax County,11.8,29.4,37.1,21.7
NM,Curry County,18.1,26.7,36.0,19.2
NM,De Baca County,15.7,36.2,35.0,13.0
NM,Dona Ana County,20.6,22.7,29.6,27.1
NM,Eddy County,15.6,36.6,31.6,16.2
NM,Grant County,12.5,26.5,32.2,28.8
NM,Guadalupe County,17.3,47.5,27.6,7.6
NM,Harding County,14.6,26.5,37.2,21.7
NM,Hidalgo County,17.7,35.1,32.5,14.6
NM,Lea County,25.7,31.5,29.2,13.6
NM,Lincoln County,10.5,29.9,33.9,25.8
NM,Los Alamos County,2.4,8.8,21.4,67.4
NM,Luna County,30.2,34.4,22.9,12.5
NM,McKinley County,22.8,34.4,31.4,11.4
NM,Mora County,10.8,34.1,44.2,11.0
NM,Otero County,16.6,27.3,38.7,17.5
NM,Quay County,18.1,35.7,29.2,17.1
NM,Rio Arriba County,13.6,32.2,35.0,19.3
NM,Roosevelt County,20.0,28.1,28.0,23.9
NM,Sandoval County,10.1,25.5,34.0,30.5
NM,San Juan County,15.1,30.5,39.5,14.9
NM,San Miguel County,16.7,27.6,34.2,21.4
NM,Santa Fe County,10.7,22.3,26.0,41.0
NM,Sierra County,16.0,28.6,34.2,21.1
NM,Socorro County,18.2,37.4,22.4,22.0
NM,Taos County,9.9,28.2,33.2,28.7
NM,Torrance County,15.4,37.7,32.0,14.8
NM,Union County,18.1,46.8,23.4,11.7
NM,Valencia County,15.5,33.0,32.9,18.5
NY,New York,13.2,26.0,24.3,36.6
NY,Albany County,7.9,23.0,27.4,41.8
NY,Allegany County,9.2,36.7,33.3,20.9
NY,Bronx County,27.2,27.9,24.8,20.1
NY,Broome County,9.3,31.5,30.8,28.4
NY,Cattaraugus County,11.2,39.2,30.6,19.1
NY,Cayuga County,12.2,33.3,31.9,22.6
NY,Chautauqua County,11.2,35.5,31.1,22.2
NY,Chemung County,9.7,35.3,31.7,23.3
NY,Chenango County,11.9,39.0,30.5,18.7
NY,Clinton County,12.4,37.7,27.1,22.9
NY,Columbia County,9.7,30.0,27.7,32.7
NY,Cortland County,9.3,32.1,30.7,28.0
NY,Delaware County,11.1,37.6,28.8,22.6
NY,Dutchess County,8.9,26.8,29.2,35.0
NY,Erie County,8.2,27.6,29.9,34.4
NY,Essex County,8.5,34.4,30.2,26.8
NY,Franklin County,12.6,37.7,30.6,19.1
NY,Fulton County,12.7,35.7,33.4,18.2
NY,Genesee County,7.8,36.0,34.0,22.3
NY,Greene County,13.3,38.7,25.9,22.1
NY,Hamilton County,22.5,27.2,33.4,16.8
NY,Herkimer County,10.2,36.9,31.4,21.5
NY,Jefferson County,9.0,34.7,34.1,22.2
NY,Kings County,17.6,25.7,19.2,37.5
NY,Lewis County,9.9,44.7,27.1,18.4
NY,Livingston County,9.4,31.9,32.2,26.5
NY,Madison County,8.0,34.8,31.0,26.2
NY,Monroe County,9.6,23.4,28.4,38.6
NY,Montgomery County,13.2,35.4,33.6,17.8
NY,Nassau County,8.6,22.7,22.8,46.0
NY,New York County,12.7,12.4,13.5,61.3
NY,Niagara County,8.8,33.2,33.4,24.6
NY,Oneida County,11.5,31.9,30.9,25.7
NY,Onondaga County,9.0,25.4,29.7,35.9
NY,Ontario County,6.1,26.4,31.2,36.3
NY,Orange County,10.3,29.3,30.2,30.3
NY,Orleans County,12.3,38.3,33.2,16.2
NY,Oswego County,11.8,37.5,31.7,19.0
NY,Otsego County,8.3,31.3,29.4,31.1
NY,Putnam County,7.0,27.1,26.3,39.6
NY,Queens County,18.0,27.5,22.3,32.2
NY,Rensselaer County,8.1,29.0,30.9,32.0
NY,Richmond County,11.3,30.4,24.5,33.9
NY,Rockland County,11.8,22.5,24.6,41.1
NY,St. Lawrence County,11.3,36.8,28.0,23.8
NY,Saratoga County,6.0,24.9,27.8,41.4
NY,Schenectady County,9.3,29.5,29.1,32.1
NY,Schoharie County,10.3,35.7,31.5,22.4
NY,Schuyler County,9.6,33.5,33.5,23.5
NY,Seneca County,15.2,35.2,28.5,21.1
NY,Steuben County,9.5,36.7,30.1,23.6
NY,Suffolk County,9.4,27.3,26.9,36.3
NY,Sullivan County,13.3,33.8,28.2,24.8
NY,Tioga County,8.8,35.9,29.2,26.0
NY,Tompkins County,5.6,19.0,21.9,53.5
NY,Ulster County,9.3,29.7,28.6,32.5
NY,Warren County,8.1,30.6,30.0,31.3
NY,Washington County,12.1,38.7,28.6,20.5
NY,Wayne County,10.8,33.7,32.8,22.6
NY,Westchester County,11.9,19.2,19.9,48.9
NY,Wyoming County,10.1,40.0,32.2,17.7
NY,Yates County,13.6,32.6,28.5,25.2
NC,North Carolina,12.2,25.7,30.9,31.3
NC,Alamance County,13.7,27.7,33.8,24.8
NC,Alexander County,17.6,38.7,29.5,14.2
NC,Alleghany County,22.5,29.0,31.2,17.3
NC,Anson County,19.3,40.2,29.2,11.3
NC,Ashe County,14.9,31.8,33.7,19.7
NC,Avery County,16.4,30.2,32.7,20.7
NC,Beaufort County,12.3,32.5,34.6,20.6
NC,Bertie County,21.6,38.1,26.6,13.6
NC,Bladen County,18.7,33.4,32.1,15.8
NC,Brunswick County,8.7,27.9,33.5,29.9
NC,Buncombe County,8.9,23.2,27.7,40.1
NC,Burke County,18.4,31.4,33.8,16.4
NC,Cabarrus County,10.1,25.2,32.5,32.3
NC,Caldwell County,20.0,32.5,31.7,15.7
NC,Camden County,13.5,29.4,40.0,17.1
NC,Carteret County,8.4,25.6,36.9,29.1
NC,Caswell County,19.6,33.6,30.9,15.9
NC,Catawba County,14.1,30.0,33.3,22.6
NC,Chatham County,11.1,21.2,25.4,42.4
NC,Cherokee County,12.8,33.8,34.3,19.0
NC,Chowan County,13.2,33.4,31.7,21.7
NC,Clay County,11.8,33.4,31.1,23.7
NC,Cleveland County,15.8,34.4,32.3,17.6
NC,Columbus County,17.0,36.3,32.8,13.8
NC,Craven County,11.2,26.0,37.5,25.3
NC,Cumberland County,9.0,25.9,39.5,25.5
NC,Currituck County,9.5,28.8,38.3,23.5
NC,Dare County,5.8,22.8,36.7,34.7
NC,Davidson County,16.1,32.8,32.6,18.5
NC,Davie County,12.2,32.0,31.8,24.0
NC,Duplin County,24.0,31.8,32.0,12.1
NC,Durham County,11.6,17.7,22.4,48.2
NC,Edgecombe County,18.9,37.5,30.1,13.6
NC,Forsyth County,10.8,25.7,29.5,34.0
NC,Franklin County,13.8,29.8,34.4,22.0
NC,Gaston County,15.2,30.7,32.9,21.2
NC,Gates County,10.9,37.9,36.8,14.3
NC,Graham County,18.1,36.3,32.7,12.9
NC,Granville County,15.7,30.6,31.2,22.5
NC,Greene County,25.0,32.9,31.1,11.0
NC,Guilford County,10.9,23.3,29.8,36.0
NC,Halifax County,21.4,37.2,27.0,14.4
NC,Harnett County,12.5,29.9,35.7,21.9
NC,Haywood County,12.0,26.4,35.7,26.0
NC,Henderson County,10.1,24.2,34.0,31.8
NC,Hertford County,19.2,32.7,33.2,14.9
NC,Hoke County,12.9,28.7,40.6,17.7
NC,Hyde County,19.2,38.7,32.9,9.2
NC,Iredell County,10.7,28.3,32.6,28.4
NC,Jackson County,10.6,26.8,32.2,30.4
NC,Johnston County,13.1,27.8,36.2,22.9
NC,Jones County,18.9,34.4,34.6,12.2
NC,Lee County,16.5,26.8,35.1,21.5
NC,Lenoir County,20.3,31.9,32.8,14.9
NC,Lincoln County,12.1,31.1,33.8,23.0
NC,McDowell County,16.1,32.4,34.1,17.4
NC,Macon County,10.7,31.0,34.4,23.8
NC,Madison County,13.0,31.3,27.2,28.5
NC,Martin County,16.6,33.9,33.1,16.4
NC,Mecklenburg County,9.7,17.0,27.9,45.4
NC,Mitchell County,14.8,33.0,31.7,20.5
NC,Montgomery County,20.5,34.6,29.3,15.7
NC,Moore County,9.3,21.6,31.6,37.4
NC,Nash County,14.4,33.7,31.1,20.8
NC,New Hanover County,6.8,21.3,31.3,40.6
NC,Northampton County,19.6,38.5,28.1,13.8
NC,Onslow County,8.5,30.0,38.6,22.9
NC,Orange County,7.3,13.6,19.4,59.7
NC,Pamlico County,12.0,31.0,38.4,18.5
NC,Pasquotank County,13.0,32.0,32.9,22.1
NC,Pender County,12.2,27.6,32.2,27.9
NC,Perquimans County,13.1,28.7,38.0,20.2
NC,Person County,13.5,37.4,33.5,15.6
NC,Pitt County,10.7,23.8,32.8,32.7
NC,Polk County,9.2,25.1,36.6,29.1
NC,Randolph County,18.5,33.5,32.3,15.7
NC,Richmond County,19.1,32.2,33.0,15.7
NC,Robeson County,22.7,33.4,30.2,13.7
NC,Rockingham County,17.3,34.9,32.7,15.1
NC,Rowan County,14.4,32.6,34.5,18.5
NC,Rutherford County,16.2,32.5,33.5,17.8
NC,Sampson County,20.7,34.2,31.4,13.7
NC,Scotland County,19.8,33.9,30.8,15.5
NC,Stanly County,14.7,33.3,34.7,17.3
NC,Stokes County,16.2,40.0,29.7,14.1
NC,Surry County,20.5,28.9,32.5,18.0
NC,Swain County,20.2,30.6,31.0,18.2
NC,Transylvania County,11.0,26.8,29.6,32.6
NC,Tyrrell County,26.0,36.5,27.0,10.6
NC,Union County,10.4,24.6,29.7,35.4
NC,Vance County,19.6,37.0,28.5,14.8
NC,Wake County,7.0,15.1,25.1,52.8
NC,Warren County,18.4,36.7,29.1,15.8
NC,Washington County,16.3,37.4,34.8,11.5
NC,Watauga County,9.2,20.7,27.8,42.2
NC,Wayne County,15.5,30.5,35.0,19.0
NC,Wilkes County,19.9,31.7,32.6,15.8
NC,Wilson County,19.7,31.5,29.2,19.6
NC,Yadkin County,17.7,33.8,36.9,11.6
NC,Yancey County,15.5,33.2,31.0,20.3
ND,North Dakota,7.4,26.4,36.2,30.0
ND,Adams County,5.5,34.3,34.6,25.6
ND,Barnes County,7.7,31.5,31.4,29.4
ND,Benson County,13.7,29.5,40.7,16.2
ND,Billings County,10.5,33.0,30.2,26.3
ND,Bottineau County,8.3,27.8,39.9,24.0
ND,Bowman County,10.9,34.6,30.2,24.2
ND,Burke County,7.4,27.8,42.1,22.8
ND,Burleigh County,5.7,22.7,35.8,35.8
ND,Cass County,5.2,20.1,34.6,40.2
ND,Cavalier County,8.1,31.5,40.9,19.5
ND,Dickey County,8.7,27.8,34.8,28.8
ND,Divide County,6.7,34.0,40.8,18.5
ND,Dunn County,8.9,33.7,36.1,21.3
ND,Eddy County,10.6,29.3,34.0,26.2
ND,Emmons County,12.7,35.2,33.9,18.2
ND,Foster County,9.7,26.0,37.6,26.7
ND,Golden Valley County,7.1,25.3,40.7,26.9
ND,Grand Forks County,4.9,22.2,37.3,35.6
ND,Grant County,9.9,36.1,35.9,18.1
ND,Griggs County,10.7,33.4,30.1,25.8
ND,Hettinger County,12.9,33.8,40.3,13.0
ND,Kidder County,9.2,33.8,39.3,17.7
ND,LaMoure County,13.8,28.9,32.7,24.6
ND,Logan County,12.0,33.2,35.1,19.6
ND,McHenry County,9.2,33.6,35.7,21.4
ND,McIntosh County,18.2,33.0,33.2,15.6
ND,McKenzie County,9.3,28.4,36.6,25.8
ND,McLean County,7.6,33.8,37.9,20.8
ND,Mercer County,8.6,27.0,42.7,21.7
ND,Morton County,8.1,29.4,35.7,26.9
ND,Mountrail County,7.6,33.9,38.1,20.4
ND,Nelson County,8.2,29.2,37.7,25.0
ND,Oliver County,8.7,30.8,39.4,21.1
ND,Pembina County,10.4,31.8,37.1,20.6
ND,Pierce County,6.7,35.2,37.2,21.0
ND,Ramsey County,8.1,28.8,36.8,26.4
ND,Ransom County,9.0,35.4,36.5,19.1
ND,Renville County,4.7,34.1,41.1,20.1
ND,Richland County,9.3,27.1,42.4,21.3
ND,Rolette County,12.5,25.8,42.2,19.6
ND,Sargent County,8.1,36.4,37.1,18.5
ND,Sheridan County,12.5,37.5,35.4,14.6
ND,Sioux County,16.3,32.4,36.3,15.0
ND,Slope County,9.9,28.5,35.7,25.9
ND,Stark County,9.5,32.1,35.9,22.4
ND,Steele County,3.7,25.3,40.1,30.9
ND,Stutsman County,9.1,33.8,33.4,23.7
ND,Towner County,8.6,33.8,40.6,17.0
ND,Traill County,6.6,26.0,38.5,28.9
ND,Walsh County,14.6,33.0,35.2,17.2
ND,Ward County,6.3,30.0,34.4,29.3
ND,Wells County,13.0,32.9,31.9,22.2
ND,Williams County,9.5,27.1,39.9,23.6
OH,Ohio,9.6,33.0,29.1,28.3
OH,Adams County,19.8,44.5,22.5,13.2
OH,Allen County,9.7,38.8,32.5,18.9
OH,Ashland County,11.5,41.6,25.9,20.9
OH,Ashtabula County,14.0,44.6,27.2,14.3
OH,Athens County,10.0,35.1,24.7,30.2
OH,Auglaize County,7.3,43.5,30.3,18.9
OH,Belmont County,9.8,42.4,31.1,16.7
OH,Brown County,12.1,45.6,27.4,14.9
OH,Butler County,9.4,32.9,27.5,30.2
OH,Carroll County,10.5,49.7,26.5,13.3
OH,Champaign County,8.8,46.2,28.9,16.1
OH,Clark County,11.3,37.9,32.1,18.7
OH,Clermont County,9.8,32.4,29.3,28.6
OH,Clinton County,11.7,39.1,30.3,18.9
OH,Columbiana County,11.5,44.7,28.9,14.9
OH,Coshocton County,14.5,47.3,25.0,13.2
OH,Crawford County,9.8,46.8,29.0,14.4
OH,Cuyahoga County,10.2,27.8,29.5,32.5
OH,Darke County,9.2,46.9,28.2,15.8
OH,Defiance County,8.8,42.1,31.1,18.0
OH,Delaware County,3.6,18.3,23.8,54.3
OH,Erie County,8.2,37.2,31.4,23.2
OH,Fairfield County,7.4,34.0,31.0,27.6
OH,Fayette County,14.3,45.9,23.5,16.3
OH,Franklin County,8.8,24.6,26.5,40.0
OH,Fulton County,8.7,41.7,31.9,17.6
OH,Gallia County,16.0,41.2,26.9,15.9
OH,Geauga County,9.8,25.3,26.9,38.0
OH,Greene County,6.2,24.5,30.1,39.2
OH,Guernsey County,14.5,42.7,28.2,14.6
OH,Hamilton County,8.6,26.3,27.2,37.9
OH,Hancock County,7.5,36.0,29.4,27.1
OH,Hardin County,10.5,48.0,25.2,16.2
OH,Harrison County,13.2,47.9,27.3,11.6
OH,Henry County,6.5,44.5,31.9,17.2
OH,Highland County,14.9,45.4,26.3,13.4
OH,Hocking County,10.9,45.6,29.1,14.4
OH,Holmes County,43.1,32.9,14.4,9.7
OH,Huron County,11.5,46.2,28.0,14.4
OH,Jackson County,16.5,42.1,26.9,14.5
OH,Jefferson County,9.0,44.8,30.4,15.8
OH,Knox County,8.7,39.8,28.5,23.0
OH,Lake County,7.7,31.8,33.1,27.4
OH,Lawrence County,12.5,43.9,28.7,14.9
OH,Licking County,8.5,34.3,31.1,26.1
OH,Logan County,7.4,48.4,27.6,16.5
OH,Lorain County,10.3,31.0,33.8,24.9
OH,Lucas County,10.7,29.7,33.3,26.3
OH,Madison County,13.0,41.6,27.9,17.5
OH,Mahoning County,9.1,37.6,29.1,24.2
OH,Marion County,12.1,44.5,30.9,12.5
OH,Medina County,4.9,31.0,30.2,33.9
OH,Meigs County,16.4,41.8,28.7,13.1
OH,Mercer County,7.9,45.3,28.5,18.3
OH,Miami County,8.8,36.6,31.3,23.3
OH,Monroe County,10.9,51.8,24.8,12.5
OH,Montgomery County,9.9,27.8,34.5,27.9
OH,Morgan County,14.7,43.9,31.2,10.2
OH,Morrow County,12.3,43.9,29.9,13.8
OH,Muskingum County,12.2,41.6,30.1,16.1
OH,Noble County,15.3,47.9,26.9,9.9
OH,Ottawa County,8.3,35.2,33.5,23.1
OH,Paulding County,9.5,47.9,26.9,15.6
OH,Perry County,12.7,47.5,27.7,12.2
OH,Pickaway County,12.8,42.6,26.2,18.4
OH,Pike County,19.8,40.2,27.4,12.6
OH,Portage County,7.6,36.6,26.8,29.0
OH,Preble County,9.6,43.9,30.2,16.3
OH,Putnam County,7.2,41.3,30.5,20.9
OH,Richland County,13.1,39.4,29.3,18.3
OH,Ross County,12.4,43.0,28.9,15.8
OH,Sandusky County,9.6,42.4,31.9,16.1
OH,Scioto County,15.1,41.2,28.0,15.7
OH,Seneca County,8.3,45.2,29.7,16.8
OH,Shelby County,9.8,41.3,30.2,18.7
OH,Stark County,8.4,38.2,30.6,22.8
OH,Summit County,8.3,30.2,29.1,32.5
OH,Trumbull County,10.6,44.5,26.1,18.7
OH,Tuscarawas County,14.0,44.7,23.9,17.4
OH,Union County,6.6,32.0,25.9,35.5
OH,Van Wert County,8.7,44.3,30.4,16.6
OH,Vinton County,19.3,43.7,24.2,12.8
OH,Warren County,6.2,25.8,25.1,43.0
OH,Washington County,9.4,40.3,31.5,18.8
OH,Wayne County,13.5,39.0,25.3,22.2
OH,Williams County,9.5,42.4,32.9,15.2
OH,Wood County,5.7,30.7,30.1,33.5
OH,Wyandot County,8.1,45.7,29.0,17.2
OK,Oklahoma,12.0,31.3,31.2,25.5
OK,Adair County,19.2,46.6,22.6,11.6
OK,Alfalfa County,14.8,37.5,25.9,21.8
OK,Atoka County,16.8,40.3,28.0,15.0
OK,Beaver County,16.2,34.9,29.0,19.9
OK,Beckham County,14.5,36.2,32.5,16.8
OK,Blaine County,17.3,35.9,30.2,16.5
OK,Bryan County,13.6,32.8,31.8,21.9
OK,Caddo County,14.5,41.4,28.7,15.4
OK,Canadian County,8.6,29.8,34.2,27.4
OK,Carter County,12.0,36.7,30.8,20.5
OK,Cherokee County,13.5,31.3,28.9,26.3
OK,Choctaw County,17.8,38.3,30.5,13.4
OK,Cimarron County,16.9,36.0,24.2,22.8
OK,Cleveland County,8.2,24.7,33.7,33.4
OK,Coal County,17.3,41.6,23.7,17.3
